# timestamp[secs] tx ty tz qx qy qz qw
0.04119786621621621 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 1.0
0.0912148662162162 0.0012316427892073989 0.003692331723868847 -0.0076566776260733604 0.0011137962574139237 -0.0015336585929617286 0.0015612202696502209 0.9999970197677612
0.14123161621621622 0.004143823403865099 -0.002806431148201227 -0.01984832063317299 0.000312858639517799 -0.0007896891329437494 0.0007731409859843552 0.9999993443489075
0.1912486162162162 0.004143823403865099 -0.002806431148201227 -0.01984832063317299 0.000312858639517799 -0.0007896891329437494 0.0007731409859843552 0.9999993443489075
0.2412656162162162 0.0075503382831811905 -0.003827539971098304 -0.020643534138798714 0.0006772322813048959 0.0007315865368582308 0.0029991259798407555 0.9999949932098389
0.29128361621621623 -0.003952661529183388 -0.013117771595716476 -0.02049374207854271 -0.0006771174957975745 0.0034243036061525345 0.0037531889975070953 0.9999869465827942
0.3413006162162162 -0.003952661529183388 -0.013117771595716476 -0.02049374207854271 -0.0006771174957975745 0.0034243036061525345 0.0037531889975070953 0.9999869465827942
0.39131761621621625 -0.027584241703152657 -0.0016391994431614876 0.004563760943710804 0.00020991908968426287 0.0026562223210930824 0.004355487413704395 0.999987006187439
0.4413346162162162 -0.027584241703152657 -0.0016391994431614876 0.004563760943710804 0.00020991908968426287 0.0026562223210930824 0.004355487413704395 0.999987006187439
0.4913528662162162 -0.027584241703152657 -0.0016391994431614876 0.004563760943710804 0.00020991908968426287 0.0026562223210930824 0.004355487413704395 0.999987006187439
0.5413698662162162 -0.027584241703152657 -0.0016391994431614876 0.004563760943710804 0.00020991908968426287 0.0026562223210930824 0.004355487413704395 0.999987006187439
0.5913866162162162 -0.04903270676732063 -0.006804304197430611 0.00270710582844913 -0.0006043612957000732 -0.006864840630441904 0.002271476201713085 0.999973714351654
0.6414036162162162 -0.04903270676732063 -0.006804304197430611 0.00270710582844913 -0.0006043612957000732 -0.006864840630441904 0.002271476201713085 0.999973714351654
0.6914216162162162 -0.04903270676732063 -0.006804304197430611 0.00270710582844913 -0.0006043612957000732 -0.006864840630441904 0.002271476201713085 0.999973714351654
0.7414386162162162 -0.06984703242778778 -0.025217628106474876 -0.0036099618300795555 0.0043598441407084465 -0.014050406403839588 0.0010583578841760755 0.9998912215232849
0.7914556162162162 -0.059632308781147 -0.04333113133907318 -0.0007362644537352026 0.00438806414604187 -0.015836818143725395 0.0028918019961565733 0.9998608231544495
0.8414726162162163 -0.0559220016002655 -0.05061633512377739 -0.004207294434309006 0.00450005941092968 -0.015411488711833954 0.0034352093935012817 0.9998652338981628
0.8914898662162163 -0.044852323830127716 -0.06426874548196793 0.005015908274799585 0.0017101801931858063 -0.01447402685880661 0.005019290838390589 0.9998812079429626
0.9415078662162162 -0.0376417450606823 -0.0740276500582695 0.004811461549252272 0.0030892444774508476 -0.01503764744848013 0.008248495869338512 0.9998481869697571
0.9915246162162162 -0.0206435639411211 -0.08366557210683823 3.556512820068747e-05 0.0019897182937711477 -0.016922669485211372 0.0073816487565636635 0.9998276233673096
1.0415416162162163 -0.01186979841440916 -0.08806019276380539 0.003204178297892213 0.015521612018346786 -0.015033183619379997 0.0023333255667239428 0.9997637867927551
1.0915586162162163 -0.00024146457144524902 -0.09426470845937729 0.004409800283610821 0.016594981774687767 -0.008942647837102413 0.002529176650568843 0.9998190999031067
1.1415766162162162 0.010854934342205524 -0.09391351044178009 0.004923532716929913 0.019073067232966423 -0.0029571866616606712 0.002000537235289812 0.9998117685317993
1.1915936162162162 0.024051403626799583 -0.1008065715432167 0.004768637474626303 0.017522668465971947 0.003987633157521486 0.002035754034295678 0.9998364448547363
1.2416106162162162 0.03969695046544075 -0.10036002844572067 0.004330886993557215 0.017729349434375763 0.009820993058383465 0.0028740731067955494 0.9997904896736145
1.2916276162162161 0.05913247913122177 -0.09539616852998734 0.0002612806565593928 0.018168969079852104 0.016001790761947632 0.003997310530394316 0.9996988773345947
1.3416458662162163 0.07069242000579834 -0.09515713155269623 -0.002203302225098014 0.016159597784280777 0.026133710518479347 0.003475528210401535 0.9995218515396118
1.3916628662162163 0.09966842085123062 -0.08299725502729416 -0.005519638303667307 0.015518229454755783 0.035942379385232925 0.00382851785980165 0.9992260932922363
1.4416796162162162 0.10968445241451263 -0.07655500620603561 -0.006562096066772938 0.014089822769165039 0.04156637564301491 0.0038504782132804394 0.9990289807319641
1.4916966162162162 0.11700934916734695 -0.06589899212121964 -0.006528965663164854 0.013618486933410168 0.04670431837439537 0.004032408818602562 0.9988078474998474
1.5417146162162163 0.1300465166568756 -0.056115273386240005 -0.011384863406419754 0.012715104036033154 0.04915563389658928 0.005055106710642576 0.9986974596977234
